cast,director,genre,opening_date,opening_year,title
"Adah Sharma,Yogita Bihani,Sonia Balani,Siddhi Idnani",Sudipto Sen,,2023-05-05,2023,The Kerala Story
"Bellamkonda Sreenivas,Nushrratt Bharuccha,Sahil Vaid",V. V. Vinayak,,2023-05-12,2023,Chatrapathi
"Sharman Joshi,Prakash Raj,Shriya Saran,Suhasini Mulay,Mona Ambegaonkar,Gracy Goswami",Papa Rao Biyyala,,2023-05-12,2023,Music School
"Vidyut Jammwal,Anupam Kher,Vishal Jethwa,Niharica Raizada",Sankalp Reddy,,2023-05-12,2023,IB71
"Sanya Malhotra,Anant V Joshi,Vijay Raaz,Rajpal Yadav,Brijendra Kala",Yashowardhan Mishra,,2023-05-19,2023,Kathal
"Jimmy Shergill,Abhimanyu Singh,Indraneil Sengupta,Raza Murad,Sayaji Shinde",Shravan Tiwari,,2023-05-19,2023,Aazam
"Gulshan Devaiah,Saiyami Kher",Raj R,,2023-05-19,2023,8 A.M. Metro
"Radhika Madan,Rajat Barmecha,Ayush Mehra",Shubham Yogi,,2023-05-19,2023,Kacchey Limbu
"Manoj Bajpayee,Kaustav Sinha,Nikhil Pandey",Apoorva Singh Karki,,2023-05-23,2023,Sirf Ek Bandaa Kaafi Hai
"Nawazuddin Siddiqui,Neha Sharma,Sanjay Mishra,Mahaakshay Chakraborty",Kushan Nandy,,2023-05-26,2023,Jogira Sara Ra Ra
"Sanjay Mishra,Vivaan Shah,Pooja Pandey,Sonal Jha",Akshay Ditti,,2023-05-26,2023,Coat
"Vicky Kaushal,Sara Ali Khan",Laxman Utekar,,2023-06-02,2023,Zara Hatke Zara Bachke
"Vikrant Massey,Vijay Sethupathi,Tanya Maniktala,Ranvir Shorey,Sachin Khedekar",Santosh Sivan,,2023-06-02,2023,Mumbaikar
"Shahid Kapoor,Sanjay Kapoor,Diana Penty,Ronit Roy,Vivan Bhatena",Ali Abbas Zafar,,2023-06-09,2023,Bloody Daddy
"Saif Ali Khan,Prabhas,Kriti Sanon,Sunny Singh",Om Raut,,2023-06-16,2023,Adipurush[a]
"Rakul Preet Singh,Akshay Oberoi,Pavail Gulati",Nikhil Mahajan,,2023-06-16,2023,I Love You
"Avika Gor,Rahul Dev,Barkha Bisht,Randheer Rai",Krishna Bhatt,,2023-06-23,2023,1920: Horrors of the Heart
"Nawazuddin Siddiqui,Avneet Kaur",Sai Kabir,,2023-06-23,2023,Tiku Weds Sheru
"Sonnalli Seygall,Vardhan Puri,Siddhanth Kapoor",Sarim Momin,,2023-06-23,2023,Aseq
"Kartik Aaryan,Kiara Advani,Gajraj Rao,Supriya Pathak",Sameer Vidwans,,2023-06-29,2023,Satyaprem Ki Katha
"Amruta Subhash,Angad Bedi,Neena Gupta,Mrunal Thakur,Kumud Mishra,Tamannaah Bhatia,Kajol,Tillotama Shome,Vijay Varma","R. Balki,Konkona Sen Sharma,Amit Ravindernath Sharma,Sujoy Ghosh",,2023-06-29,2023,Lust Stories 2
"Randeep Hooda,Adil Hussain,Sapna Pabbi,Arun Govil,Sonia Goswami",Prawaal Raman,,2023-06-30,2023,Sergeant
"Vidya Balan,Ram Kapoor,Rahul Bose,Shahana Goswami,Neeraj Kabi,Prajakta Koli,Shashank Arora,Amrita Puri",Anu Menon,,2023-07-07,2023,Neeyat
"Arshad Warsi, Anita Hassanandani, Rajpal Yadav, Govind Namdeo, Yashpal Sharma, Virendra Saxena, Vijay Raaz, Razzak Khan",Tarique,comedy,2009-04-10,2009,Ek Se Bure Do
"Ajay Jadeja, Mahie Gill, Satish Shah, Sushma Seth, Vinod Kambli, Sylvie",V Krishna Kumar,drama,2009-04-10,2009,Pal Pal Dil Ke Ssaat
"Ashutosh Rana, Sakshi Tanwar, Harsh Chhaya",Gurbir Grewal,drama,2009-04-10,2009,Coffee House
"Pankaj Sharma, Rajiv Sethi, Virender Sharma, Shailly Sehgal",Dilip Sood,nan,2009-04-10,2009,School Days[3]
"Vikram Kumar, Monalisa, Sudesh Berry, Master Abhishek Sharma, Tripta Chopra, Antra Vishwas, Charu Arora",Ravi K. Patwa,historical drama,2009-04-10,2009,Royal Utsav[4]
"Salman Khan, Asin, Ritesh Deshmukh, Sudesh Lehri, Mahesh Manjrekar",Arbaaz Khan,romantic drama,2009-04-10,2009,Kismatt: This Is Our Journey[4]
"Victor Banerjee, Atul Kulkarni, Roopa Ganguly, Naved Aslam, Aparajita",Anjan Dutt,drama,2009-04-17,2009,Chowrasta Crossroads of Love[5]
"Sarwar Ahuja, Saadhika Randhawa, Hina Tasleem, Sneha Dhabi, Sanjay Mishra, Ashok Bagla, Khayali",Prakash Saini,comedy,2009-04-17,2009,Meri Padosan[6]
"Parzan Dastur, Ayesha Kapur, Rahul Singh, R. Madhavan, Sanjay Suri",Piyush Jha,social,2009-04-22,2009,Sikandar
"Kunal Khemu, Boman Irani, Soha Ali Khan, Cyrus Broacha, Mahesh Manjrekar, Vinod Khanna, Sudesh Berry, Simone Singh",Raj and D.K.,crime comedy,2009-05-15,2009,99
"Tara Sharma, Dharmendra Gohil, Rinku Patel, Avinash Tiwari",Amy Thanawala,drama,2009-05-15,2009,"Suno Na, Ek Nanhi Awaaz[7]"
"Ava Mukherjee,Zain Khan, Shweta Gulati, Amit Verma",Romilla Mukherjee,drama,2009-05-22,2009,Detective Naani
"Prakash Sagar, Rishabh, Tina Rana, Simran",Ravi Pun,drama,2009-05-29,2009,Yeh Pal Ho Na Ho kal[8]
"Saif Ali Khan, Pooja Bhatt, Atul Agnihotri",Lawrence D'Souza,"comedy, romance",2009-06-05,2009,Sanam Teri Kasam
"Sohail Khan, Amrita Arora, Yash Tonk",Ajay Chandhok,action,2009-06-05,2009,Team - The Force[9]
"Jackky Bhagnani, Vaishali Desai, Rishi Kapoor, Juhi Chawla, Riteish Deshmukh, Sanjay Dutt, Dalip Tahil",Vivek Sharma,"romance, drama, social, comedy",2009-06-12,2009,Kal Kissne Dekha
"Mithun Chakraborty, Mahesh Manjrekar, Sachin Khedekar, Raj Zutshi, Ashwin Chitale, Gulshan Grover",Girish Girija Joshi,children's,2009-06-12,2009,Zor Lagaa Ke...Haiya!
"Ajay Chaudhary, Gayatri Patel, Sugandha Garg, Paras Arora",Aarif Sheikh,romance,2009-06-19,2009,Let's Dance
"Shreyas Talpade, Sayali Bhagat, Javed Jaffrey, Aashish Chaudhary, Chunky Pandey, Vatsal Sheth, Johnny Lever, Celina Jaitly, Riya Sen, Neha Dhupia",Paritossh Painter,comedy,2009-06-19,2009,Paying Guests
"Akshay Kumar, Kareena Kapoor, Vindu Dara Singh, Aftab Shivdasani, Amrita Arora, Javed Jaffrey, Kirron Kher, Boman Irani",Sabbir Khan,"action, comedy, romance",2009-07-03,2009,Kambakkht Ishq
"Luv Sinha, Ferena Wazeir, Rekha, Hema Malini, Rishi Kapoor",Raj Kanwar,romance,2010-04-02,2010,Sadiyaan
"Nana Patekar, Dimple Kapadia, Rehan Khan, Sunil Shetty, Vidya Malvade, Anjana Sukhani, Mohnish Behl",Kabir Sadanand,"social,drama",2010-04-02,2010,Tum Milo Toh Sahi
"Riteish Deshmukh, Jacqueline Fernandez, Vishal Malhotra, Sonal Sehgal, Amrita Rao, Ruslaan Mumtaz",Milap Zaveri,"comedy,romance,fantasy",2010-04-09,2010,Jaane Kahan Se Aayi Hai
"Vivek Oberoi, Aruna Shields, Nandana Sen, Neeru Bajwa, Isaiah, Sanjay Kapoor",Kookie Gulati,"action,sci-fi,thriller",2010-04-09,2010,Prince
"Rahul Bose, Raima Sen, Chigasu Takaku, Moushmi Chatterjee",Aparna Sen,romance,2010-04-09,2010,The Japanese Wife
"Shahid Kapoor, Nana Patekar, Ayesha Takia, Ali Haji, Swini Khara",Milind Ukey,social,2010-04-16,2010,Paathshaala
"Sudeep, Neeru Bajwa, Amruta Khanvilkar, Ahsaas Channa",Milind Gadagkar,horror,2010-04-16,2010,Phoonk 2
"Rohit Roy, Tanushree Dutta, Neetu Chandra, Anupam Kher",Jagmohan Mundhra,thriller,2010-04-23,2010,Apartment
,Jyotin Goel,animation,2010-04-23,2010,Bird Idol
"Vineet Kumar, Sameer Dharmadhikari, Kashmira Shah, Satish Kaushik",Mahesh Manjrekar,social,2010-04-23,2010,City of Gold
"Sukhwinder Singh, Vikrum Kumar, Rufy Khan",Jagbir Dahiya,nan,2010-04-23,2010,Kuchh Kariye
"Gashmeer Mahajani, Twinkle Patel, Hiten Paintal, Sunil Sabarwal, Simran Suri",Som Shekar,romantic comedy,2010-04-23,2010,Muskurake Dekh Zara
"Udita Goswami, Caterina Murino, Rajesh Khattar, Shweta Menon",Jagmohan Mundhra,action,2010-04-30,2010,Chase
"Akshay Kumar, Arjun Rampal, Deepika Padukone, Riteish Deshmukh, Lillete Dubey, Lara Dutta, Malaika Arora, Randhir Kapoor, Jiah Khan, Boman Irani, Chunky Pandey",Sajid Khan,comedy,2010-04-30,2010,Housefull
"Shahid Kapoor, Anushka Sharma, Anupam Kher, Meiyang Chang, Vir Das, Harry Mearing",Parmeet Sethi,"romance,drama",2010-05-07,2010,Badmaash Company
"Darsheel Safary, Kaveri Jha, Atul Kulkarni, Rituparna Sengupta, Ziyah Vastani",Priyadarshan,"children,drama",2010-05-14,2010,Bumm Bumm Bole
"Anupam Kher, Aashish Vidyarthi, Ankur Khanna, Pramod Moutho",K.D. Satyam,drama,2010-05-14,2010,Admissions Open
"Rajpal Yadav, Khali, Nargis, Sharat Saxena",T K Rajeev Kumar,"comedy,romance",2010-05-14,2010,Kushti
"Hrithik Roshan, Barbara Mori, Kangana Ranaut",Anurag Basu,action,2010-05-21,2010,Kites
"Ajay Devgn, Ranbir Kapoor, Arjun Rampal, Nana Patekar, Katrina Kaif, Manoj Bajpai, Naseeruddin Shah, Sarah Thompson",Prakash Jha,"drama,political thriller",2010-06-04,2010,Raajneeti
"Jackie Shroff, Manisha Koirala, Aman Verma, Moammar Rana",Partho Ghosh,thriller,2010-06-11,2010,Ek Second... Jo Zindagi Badal De?
"Vikram, Abhishek Bachchan, Aishwarya Rai Bachchan, Govinda, Nikhil Dwivedi, Priyamani",Mani Ratnam,"action,romance",2010-06-18,2010,Raavan
"Jahan Bloch, Sameer Aftab, Aman Verma",Mehul Kumar,action,2010-06-25,2010,Krantiveer – The Revolution
"Aruna Shields, Prashant Narayanan",Pravesh Raman,drama,2010-06-25,2010,Mr. Singh Mrs. Mehta
"Imran Khan, Kavin Dave, Sonam Kapoor, Sameer Dattani, Aamir Ali",Punit Malhotra,romance,2010-07-02,2010,I Hate Luv Storys
"Jackky Bhagnani, Puja Gupta, Arshad Warsi, Riteish Deshmukh",Remo D'souza,"satire,comedy,teen film",2011-04-01,2011,F.A.L.T.U
"Deepti Naval, Rituparno Ghosh, Raima Sen",Sanjoy Nag,drama,2011-04-01,2011,Memories in March
"Akshay Kumar, Bobby Deol, Sunil Shetty, Irrfan Khan, Sonam Kapoor, Celina Jaitly, Rimi Sen, Mallika Sherawat, Vidya Balan",Anees Bazmee,comedy,2011-04-08,2011,Thank You
"Om Puri, Shreyas Talpade, Deepak Dobriyal, Ragini Khanna",Mirgdeep Singh Lamba,drama,2011-04-15,2011,Teen Thay Bhai
"Abhishek Bachchan, Bipasha Basu, Prateik Babbar, Aditya Pancholi, Rana Daggubati, Deepika Padukone",Rohan Sippy,thriller,2011-04-22,2011,Dum Maaro Dum
"Darsheel Safary, Anupam Kher, Manjari Phadnis",Satyajit Bhatkal,"superhero,children",2011-04-22,2011,Zokkomon
"Tusshar Kapoor, Preeti Desai, Alok Chaturvedi","Raj Nidimoru, Krishna Dk","drama,cult",2011-04-28,2011,Shor in the City
"Lara Dutta, Vinay Pathak, Akshay Kumar",Shashant Shah,comedy road movie,2011-04-29,2011,Chalo Dilli
"Sanjay Suri, Radhika Apte, Shernaz Patel, Anurag Kashyap, Pooja Gandhi, Rahul Bose, Arjun Mathur, Abhimanyu Shekhar Singh, Nandita Das, Juhi Chawla, Manisha Koirala, Purab Kohli",Onir,"social,drama",2011-04-29,2011,I Am
"Govinda, Yuvika Chaudhary, Anupam Kher, Shakti Kapoor, Sayali Bhagat, Sanjay Mishra",Jagmohan Mundhra,comedy,2011-04-29,2011,Naughty @ 40
"Shraddha Kapoor, Taaha Shah",Bumpy,"teen,comedy",2011-05-06,2011,Luv Ka The End
"Mahakshay Chakraborty, Twinkle Bajpai, Achint Kaur",Vikram Bhatt,horror,2011-05-06,2011,Haunted – 3D
"Tusshar Kapoor, Amrita Rao, Kunal Kumar, Ram Kapoor, Kiran Kumar",S. Manasvi,"romance,comedy",2011-05-13,2011,Love U...Mr. Kalakaar!
"Kainaz Motivala, Rajkummar Rao",Pawan Kripalani,"horror,romance",2011-05-13,2011,Ragini MMS
"Nana Patekar, Zakir Hussain, Mohit Ahlawat, Rimi Sen, Anurag Kashyap",Tigmanshu Dhulia,"action,drama",2011-05-13,2011,Shagird
"Partho, Divya Dutta",Amole Gupte,children,2011-05-13,2011,Stanley Ka Dabba
"Rajvvir Aroraa, Imaad Shah, Nishikant Kamat",Prawaal Raman,psychological thriller,2011-05-20,2011,404
"Nikhil Dwivedi, Smilie Suri",Anil Goyal,animation,2011-05-20,2011,Crackers
"Kartik Aaryan, Raayo S. Bakhirta, Divyendu Sharma, Sonnalli Seygall, Nushrat Bharucha, Ishita Raj Sharma",Luv Ranjan,"romance,comedy",2011-05-20,2011,Pyaar Ka Punchnama
"Rahul Bose, Shefali Shah, Om Puri, Neetu Chandra, Sumeet Raghavan",Barnali Ray Shukla,"drama,comedy",2011-05-27,2011,Kucch Luv Jaisaa
"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Sanjay Dutt, Ajay Devgn, Kangana Ranaut, Chunky Pandey, Arbaaz Khan, Zareen Khan",Anees Bazmee,comedy,2011-06-03,2011,Ready
"Rajeev Khandelwal, Kalki Koechlin, Shiv Panditt",Bijoy Nambiar,"drama,thriller",2011-06-10,2011,Shaitan
"Vinay Pathak, Minissha Lamba, Amit Behl, Kay Kay Menon, Rahul Singh, Amole Gupte",Sagar Ballary,comedy,2011-06-17,2011,Bheja Fry 2
"Ali Fazal, Giselli Monteiro, Zoa Morani, Satyajeet Dubey, Satish Shah, Lilette Dubey, Shah Rukh Khan",Roshan Abbas,"romance,teen",2011-06-17,2011,Always Kabhi Kabhi
"Kay Kay Menon, Piyush Mishra, Deepti Naval, Prashant Narayanan, Shilpa Shukla",Ankush Bhatt,thriller,2011-06-17,2011,Bhindi Baazaar Inc.
"Mallika Sherawat, Rati Agnihotri, Gulshan Grover, Manoj Joshi, Shakti Kapoor, Priyanka Kothari, Johnny Lever, Sanjay Mishra, Om Puri, Vijay Raaz, Aftab Shivdasani",Chandrakant Singh,crime,2011-06-17,2011,Bin Bulaye Baraati
"Sanjay Dutt, Arshad Warsi, Javed Jaffrey, Riteish Deshmukh, Aashish Chaudhary, Mallika Sherawat, Kangana Ranaut",Indra Kumar,comedy,2011-06-24,2011,Double Dhamaal
"Amitabh Bachchan, Hema Malini, Sonu Sood, Prakash Raj, Raveena Tandon, Charmy Kaur, Sonal Chauhan",Puri Jagannadh,action,2011-07-01,2011,Bbuddah... Hoga Terra Baap
"Zara Sheikh, Sandeep Singh, Tom Alter, Gulshan Grover, Prem Chopra",Avtar Bhogal,social,2014-04-04,2014,Honour Killing
"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma",Girish Malik,"drama,fantasy",2014-04-04,2014,Jal
"Varun Dhawan, Ileana D'Cruz, Nargis Fakhri, Abhimanyu Singh, Evelyn Sharma",David Dhawan,comedy,2014-04-04,2014,Main Tera Hero
"Amitabh Bachchan, Parth Bhalerao, Boman Irani, Anurag Kashyap, Usha Jadhav",Nitesh Tiwari,"fantasy,children",2014-04-11,2014,Bhoothnath Returns
"Arjun Kapoor, Alia Bhatt, Amrita Singh, Ronit Roy",Abhishek Varman,romance,2014-04-18,2014,2 States
"Satish Kaushik, Ganesh Yadav",Feroz Abbas Khan,comedy,2014-04-18,2014,Dekh Tamasha Dekh
"Ravi Kishan, Eijaz Khan, Kulraj Randhawa, Shraddha Das, Sanjay Mishra, Madhavi Sharma",Shammi Chhabra,"romance,comedy",2014-04-18,2014,Lucky Kabootar
"Mishti, Kartik Aaryan, Rishi Kapoor, Mithun Chakraborty",Subhash Ghai,"musical,drama",2014-04-25,2014,Kaanchi: The Unbreakable
"Kangana Ranaut, Vir Das, Piyush Mishra, Zakir Hussain",Sai Kabir,drama,2014-04-25,2014,Revolver Rani
"Rajeev Khandelwal, Madalasa Sharma",Kaushik Ghatak,"mystery,thriller,drama",2014-04-25,2014,Samrat & Co.
"Tanuj Virwani, Aditya Seal, Izabelle Leite, Sarika, Rati Agnihotri",Tanushri Chattrji Bassu,"romance,drama",2014-05-02,2014,Purani Jeans
"Vijay Raaz, Manu Rishi, Raj Zutshi, Vishwajeet Pradhan",Vijay Raaz,social,2014-05-02,2014,Kya Dilli Kya Lahore
"Ajay Sinh Rathod, Prachi Sinha",Ramesh Rout,action,2014-05-02,2014,Angry Young Man
"Abhishek Sethiya, Sonia Mann, Sanjay Kapoor, Jackie Shroff",Mahesh Vaijnath Doijode,romance,2014-05-02,2014,Kahin Hai Mera Pyar
"Partho Gupte, Saqib Saleem, Pragya Yadav",Amole Gupte,drama,2014-05-09,2014,Hawaa Hawaai
"Navdip Singh, Simer Motiani, Nafisa Ali, Bajrang Bali Singh",Zaid Ali Khan,"romance,drama",2014-05-09,2014,Khwaabb
"Vinod Khanna, Suniel Shetty, Vipino",Ashu Trikha,action,2014-05-09,2014,Koyelaanchal
"Divya Dutta, Seema Biswas, Asif Basra, Yashpal Sharma",Sandeep A. Varma,drama,2014-05-09,2014,Manjunath
"Rahul Bagga, Tara Alisha Berry",Akhilesh Jaiswal,adult,2014-05-09,2014,Mastram
"Anshuman Jha, Asif Basra, Amit Sial, Uttkarsh Majumdar, Faiz Mohammad, Suruchi Aulakh, Yaushika Verma, Shamim Khan",Janaki Vishwanathan,comedy,2014-05-09,2014,Yeh Hai Bakrapur
"Himesh Reshammiya, Sonali Raut, Yo Yo Honey Singh, Zoya Afroz, Irrfan Khan. Adil Hussain",Ananth Narayan Mahadevan,thriller,2014-05-16,2014,The Xposé
"Farooq Shaikh, Victor Banerjee, Pawan Malhotra, Indraneil Sengupta",Mrityunjay Devvrat,drama,2014-05-16,2014,Children of War
"Paras Chhabra, Sara Khan, M.A. Guddu, Pooja Thakur",Braj Bhushan,mystery,2014-05-16,2014,M3 - Midsummer Midnight Mumbai
"Tiger Shroff, Kriti Sanon & Prakash Raj",Sabbir Khan,"romance,action",2014-05-23,2014,Heropanti
"Rajkummar Rao, Patralekha",Hansal Mehta,drama,2014-05-30,2014,CityLights
"Siddharth Gupta, Simran Kaur Mundi, Pallavi Batra",Aman Sachdeva,comedy,2014-05-30,2014,Kuku Mathur Ki Jhand Ho Gayi
"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Dutt",Nitin Kakkar,comedy,2014-06-06,2014,Filmistaan
"Akshay Kumar, Sonakshi Sinha, Govinda",A.R. Murugadoss,"action,thriller",2014-06-06,2014,Holiday: A Soldier Is Never Off Duty
"Jimmy Sheirgill, Mohit Marwah, Kiara Advani, Vijender Singh, Arfi Lamba",Kabir Sadanand,"comedy,drama",2014-06-13,2014,Fugly
"Bhanu Uday, Swara Bhaskar, Murali Sharma, Reema Debnath, Sakha Kalyani Deepraj Rana",Debaloy Dey,horror,2014-06-13,2014,Machhli Jal Ki Rani Hai
"Saif Ali Khan, Esha Gupta, Riteish Deshmukh, Bipasha Basu, Ram Kapoor, Tamannaah Bhatia",Sajid Khan,"comedy,drama,romance",2014-06-20,2014,Humshakals
"Sidharth Malhotra, Riteish Deshmukh, Shraddha Kapoor, Aamna Sharif",Mohit Suri,"romance,thriller",2014-06-27,2014,Ek Villain
"Vidya Balan, Ali Fazal, Arjan Bajwa, Anupriya Kapoor, Supriya Pathak, Tanvi Azmi",Samar Shaikh,"comedy,drama",2014-07-04,2014,Bobby Jasoos
"Ayushmann Khurrana, Kunaal Roy Kapur, Pooja Salvi, Evelyn Sharma[38]",Rohan Sippy,"comedy,romance",2013-04-12,2013,Nautanki Saala
"Vidyut Jamwal, Pooja Chopra, Jaideep Ahlawat[39]",Dilip Ghosh,"action,romance",2013-04-12,2013,Commando: A One Man Army
"Emraan Hashmi, Huma Qureshi, Konkona Sen Sharma, Kalki Koechlin[40]",Kannan Iyer,horror,2013-04-19,2013,Ek Thi Daayan
"Aditya Roy Kapur, Shraddha Kapoor, Shaad Randhawa[41]",Mohit Suri,"musical,romance",2013-04-26,2013,Aashiqui 2
"Hussain Kuwajerwala, Paresh Ganatra, Anjali Patil[42]",Rajesh Bachchani,thriller,2013-04-26,2013,Shree
"John Abraham, Anil Kapoor, Kangana Ranaut, Manoj Bajpayee, Sonu Sood, Tushar Kapoor, Ronit Roy, Mahesh Manjrekar, Karan Patel, Jackie Shroff, Raju Kher[43]",Sanjay Gupta,"crime,thriller",2013-05-03,2013,Shootout at Wadala
"Rani Mukerji, Nawazuddin Siddiqui, Randeep Hooda, Saqib Saleem, Sadashiv Amrapurkar, Katrina Kaif[44]","Anurag Kashyap, Karan Johar, Zoya Akhtar, Dibakar Banerjee",anthology,2013-05-03,2013,Bombay Talkies
,Rajiv Chilaka,"children,animation",2013-05-03,2013,Chhota Bheem and the Throne of Bali
Rozlyn Khan,Puneet Agarwal,adult animation,2013-05-04,2013,Savita Bhabhi
"Saif Ali Khan, Kunal Khemu, Vir Das, Puja Gupta[47]","Raj Nidimoru, Krishna D.K.",zombie comedy,2013-05-10,2013,Go Goa Gone
"Riya Vij, Divya Dutta, Taaha Shah[48]",Sonam Nair,coming of age,2013-05-10,2013,Gippi
"Arjun Kapoor, Prithviraj Sukumaran, Jackie Shroff, Rishi Kapoor, Sasha Agha[49]",Atul Sabharwal,"drama,action",2013-05-17,2013,Aurangzeb
"Ruslaan Mumtaz, Chetna Pande[50]",Amit Kasaria,romantic drama,2013-05-17,2013,I Don't Luv U
"Vikas Shrivastav, Maan Singh Deep, Mangal Singh, Deepa",Krishna Mishra,drama,2013-05-17,2013,Beehad - The Ravines
"Preity Zinta, Rhehan Malliek, Isabelle Adjani[51]",Prem Raj,romance,2013-05-24,2013,Ishkq in Paris
"Adah Sharma, Dev Goel, Sanjay Dutt, Juhi Chawla, Chunky Pandey[52]",Jyotin Goel,romantic comedy,2013-05-24,2013,Hum Hai Raahi Car Ke
"Riya Sen, Rajan Verma, Veena Malik, Arya Babbar, Supriya Kumari, Rajpal Yadav[53]",Rajiv S. Ruia,"adult,social",2013-05-24,2013,Zindagi 50-50
"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapur, Kalki Koechlin, Evelyn Sharma, Kunal Roy Kapoor, Madhuri Dixit[54]",Ayan Mukerji,romantic comedy,2013-05-31,2013,Yeh Jawaani Hai Deewani
"Dharmendra, Sunny Deol, Bobby Deol, Neha Sharma, Kristina Akheeva[55]",Sangeeth Sivan,"comedy,action",2013-06-07,2013,Yamla Pagla Deewana 2
"Anirudh Loka, Raghuvardhan Garlapati, Aadil Abedi",Nitin Raghunath,nan,2013-06-07,2013,Mere Haule Dost
"Pulkit Samrat, Manjot Singh, Ali Fazal, Richa Chadda, Vishakha Singh, Priya Anand, Pankaj Tripathi[56]",Mrigdeep Singh Lamba,"comedy,thriller",2013-06-14,2013,Fukrey
"Kay Kay Menon, Paoli Dam, Arjun Mathur, Vishakha Singh, Harsh Chhaya[57]",Suhail Tatari,thriller,2013-06-14,2013,Ankur Arora Murder Case
"Dhanush, Sonam Kapoor, Abhay Deol, Swara Bhaskar, Mohammed Zeeshan Ayyub[58]",Anand L. Rai,romance,2013-06-21,2013,Raanjhanaa
"Mithun Chakraborty, Sunil Shetty, Mahakshay Chakraborty, Kay Kay Menon, Johnny Lever, Mahesh Manjrekar, Yuvika Chaudhary[59]",Ashu Trikha,action,2013-06-21,2013,Enemmy
"Neil Nitin Mukesh, Ameesha Patel, Puja Gupta[60]",Susi Ganeshan,romantic thriller,2013-06-21,2013,Shortcut Romeo
"Rajpal Yadav, Govind Namdeo, Pratima Kazmi",Salar Sheikh,"comedy,drama",2013-06-21,2013,Hai Golmaal In White House
"Emraan Hashmi, Vidya Balan, Rajesh Sharma[61]",Rajkumar Gupta,"comedy,thriller",2013-06-28,2013,Ghanchakkar
"Ranveer Singh, Sonakshi Sinha[62]",Vikramaditya Motwane,"romance, thriller",2013-07-05,2013,Lootera
"Pulkit Samrat, Amita Pathak[25]",Supavitra Babul,comedy,2012-04-13,2012,Bittoo Boss
"Saurabh Malik, Rekha Rana, Omkar Das Manikpuri[26]",Deepak Tanwar,drama,2012-04-13,2012,Ab Hoga Dharna Unlimited
"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, John Abraham[27]",Shoojit Sircar,comedy,2012-04-20,2012,Vicky Donor
"Paoli Dam, Gulshan Devaiah, Nikhil Dwivedi[27]",Vivek Agnihotri,"adult,thriller",2012-04-20,2012,Hate Story
"Sachin Khedekar, Aanjjan Srivastav, Atul Parchure, Anupam Kher[26]",Pramod Joshi,comedy,2012-04-20,2012,Chhodo Kal Ki Baatein
"Ajay Devgn, Anil Kapoor, Kangana Ranaut, Zayed Khan, Sameera Reddy, Boman Irani, Mohanlal, Mallika Sherawat[28]",Priyadarshan,action,2012-04-27,2012,Tezz
"Ranvir Shorey, Kay Kay Menon, Manu Rishi, Rukhsar Rehman, Neha Bhasin[28]",Rakesh Mehta,comedy,2012-04-27,2012,Life Ki Toh Lag Gayi
"Emraan Hashmi, Esha Gupta, Randeep Hooda[29]",Kunal Deshmukh,"crime,thriller",2012-05-04,2012,Jannat 2
"Ranvir Shorey, Gul Panag, Purab Kohli[29]",Rajat Kapoor,comedy,2012-05-04,2012,Fatso!
"Ankur Vikal, Nandana Sen, Jaaved Jaaferi[29]",Ashvin Kumar,horror,2012-05-04,2012,The Forest
"Melanie Kannokada, Arjun Gupta, Lavrenti Lopes[29]",Chandra Pemmaraju,comedy,2012-05-04,2012,"Love, Lies & Seeta"
"Karisma Kapoor, Rajneesh Duggal, Jimmy Sheirgill, Divya Dutta[30]",Vikram Bhatt,"romance,thriller",2012-05-11,2012,Dangerous Ishq
"Voice-over by Kaustav Ghosh, Rupa Bhimani[31]",Rajiv Chilaka,animation,2012-05-11,2012,Chhota Bheem and the Curse of Damyaan
"Arjun Kapoor, Parineeti Chopra, Gauahar Khan[32]",Habib Faisal,romance,2012-05-11,2012,Ishaqzaade
"Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Anjana Sukhani, Lakshmi Manchu, Naseeruddin Shah[33]",Ram Gopal Varma,"adult,action,crime",2012-05-18,2012,Department
"Anupam Kher, Abid Ali[34]",Karan Razdan,comedy film,2012-05-18,2012,Mr. Bhatti on Chutti
"Voice-over by Yuddvir Bakolia, Anjan Srivastav, Sachin Khedekar, Ila Arun, Vishnu Sharma[35]",Arnab Chaudhuri,computer-animated,2012-05-25,2012,Arjun: The Warrior Prince
"Mukesh Tiwari, Omkar Das Manikpuri[36]",Shiv Dube,crime,2012-05-25,2012,MLA
"Maanas Srivastavam, Sayantani Nandi[37]",Anil Balani,romantic comedy,2012-05-25,2012,Rakhtbeej
"Raghubir Yadav, Yashpal Sharma[37]",Gitanjali Sinha,romantic,2012-05-25,2012,Yeh Khula Aasmaan
"Ash Chandler, Shernaz Patel[37]",Sandeep Mohan,"adult,romantic",2012-05-25,2012,"Love, Wrinkle-free"
"Akshay Kumar, Sonakshi Sinha, Paresh Ganatra, Nassar[38]",Prabhu Deva,"action,comedy",2012-06-01,2012,Rowdy Rathore
